organization,department,year,amount
california pharmacists assoc educational foundation,analgesic,2012,0
california pharmacists assoc educational foundation,analgesic,2013,0
california pharmacists assoc educational foundation,analgesic,2014,0
california pharmacists assoc educational foundation,analgesic,2015,0
california pharmacists assoc educational foundation,health policy,2002,0
california pharmacists assoc educational foundation,health policy,2003,0
california pharmacists assoc educational foundation,health policy,2004,0
california pharmacists assoc educational foundation,health policy,2005,0
california pharmacists assoc educational foundation,health policy,2006,0
california pharmacists assoc educational foundation,health policy,2007,0
california pharmacists assoc educational foundation,health policy,2008,0
california pharmacists assoc educational foundation,health policy,2009,5000
california pharmacists assoc educational foundation,health policy,2010,21525
california pharmacists assoc educational foundation,health policy,2011,0
california pharmacists assoc educational foundation,health policy,2012,5000
california pharmacists assoc educational foundation,health policy,2013,0
california pharmacists assoc educational foundation,health policy,2014,4500
california pharmacists assoc educational foundation,health policy,2015,0
california pharmacists assoc educational foundation,lecture program,2002,4500
california pharmacists assoc educational foundation,lecture program,2003,4848
california pharmacists assoc educational foundation,lecture program,2004,0
california pharmacists assoc educational foundation,lecture program,2005,0
california pharmacists assoc educational foundation,lecture program,2006,0
california pharmacists assoc educational foundation,lecture program,2007,0
california pharmacists assoc educational foundation,lecture program,2008,0
california pharmacists assoc educational foundation,lecture program,2009,0
california pharmacists assoc educational foundation,lecture program,2010,0
california pharmacists assoc educational foundation,lecture program,2011,0
california pharmacists assoc educational foundation,lecture program,2012,0
california pharmacists assoc educational foundation,lecture program,2013,0
california pharmacists assoc educational foundation,lecture program,2014,0
california pharmacists assoc educational foundation,lecture program,2015,0
california pharmacists assoc educational foundation,managedcare ff,2002,1400
california pharmacists assoc educational foundation,managedcare ff,2003,3900
california pharmacists assoc educational foundation,managedcare ff,2004,0
california pharmacists assoc educational foundation,managedcare ff,2005,0
california pharmacists assoc educational foundation,managedcare ff,2006,0
california pharmacists assoc educational foundation,managedcare ff,2007,0
california pharmacists assoc educational foundation,managedcare ff,2008,0
california pharmacists assoc educational foundation,managedcare ff,2009,0
california pharmacists assoc educational foundation,managedcare ff,2010,0
california pharmacists assoc educational foundation,managedcare ff,2011,0
california pharmacists assoc educational foundation,managedcare ff,2012,0
california pharmacists assoc educational foundation,managedcare ff,2013,0
california pharmacists assoc educational foundation,managedcare ff,2014,0
california pharmacists assoc educational foundation,managedcare ff,2015,0
california pharmacists assoc educational foundation,other,2002,2000
california pharmacists assoc educational foundation,other,2003,0
california pharmacists assoc educational foundation,other,2004,0
california pharmacists assoc educational foundation,other,2005,0
california pharmacists assoc educational foundation,other,2006,0
california pharmacists assoc educational foundation,other,2007,0
california pharmacists assoc educational foundation,other,2008,0
california pharmacists assoc educational foundation,other,2009,0
california pharmacists assoc educational foundation,other,2010,0
california pharmacists assoc educational foundation,other,2011,0
california pharmacists assoc educational foundation,other,2012,0
california pharmacists assoc educational foundation,other,2013,0
california pharmacists assoc educational foundation,other,2014,0
california pharmacists assoc educational foundation,other,2015,0
california society of addiction medicine,medical ed,2002,5000
california society of addiction medicine,medical ed,2003,5000
california society of addiction medicine,medical ed,2004,0
california society of addiction medicine,medical ed,2005,0
california society of addiction medicine,medical ed,2006,0
california society of addiction medicine,medical ed,2007,0
california society of addiction medicine,medical ed,2008,0
california society of addiction medicine,medical ed,2009,0
california society of addiction medicine,medical ed,2010,0
california society of addiction medicine,medical ed,2011,0
california society of addiction medicine,medical ed,2012,0
california society of addiction medicine,medical ed,2013,0
california society of addiction medicine,medical ed,2014,0
california society of addiction medicine,medical ed,2015,0
california society of health system pharmacists,lecture program,2002,2500
california society of health system pharmacists,lecture program,2003,0
california society of health system pharmacists,lecture program,2004,0
california society of health system pharmacists,lecture program,2005,0
california society of health system pharmacists,lecture program,2006,0
california society of health system pharmacists,lecture program,2007,0
california society of health system pharmacists,lecture program,2008,0
california society of health system pharmacists,lecture program,2009,0
california society of health system pharmacists,lecture program,2010,0
california society of health system pharmacists,lecture program,2011,0
california society of health system pharmacists,lecture program,2012,0
california society of health system pharmacists,lecture program,2013,0
california society of health system pharmacists,lecture program,2014,0
california society of health system pharmacists,lecture program,2015,0
california society of health system pharmacists,managedcare ff,2002,2000
california society of health system pharmacists,managedcare ff,2003,0
california society of health system pharmacists,managedcare ff,2004,0
california society of health system pharmacists,managedcare ff,2005,0
california society of health system pharmacists,managedcare ff,2006,0
california society of health system pharmacists,managedcare ff,2007,0
california society of health system pharmacists,managedcare ff,2008,0
california society of health system pharmacists,managedcare ff,2009,0
california society of health system pharmacists,managedcare ff,2010,0
california society of health system pharmacists,managedcare ff,2011,0
